Masterfile_position,Block,Garden,Garden_Block,Year,SnowMeltDOY,Elev,GDD_nosnow,CWD_snow_min,GS_length,FDD_early,treat
1709,8,Gothic,G_8seed,2021,115,2890,3108.451856,-503.9,74,0.849111622,removal
1710,8,Gothic,G_8seed,2022,125,2890,3110.444871,-504,77,0,removal
1711,9,Gothic,G_9seed,2014,142,2890,2996.492756,-392.9,62,0,control
1712,9,Gothic,G_9seed,2015,114,2890,3062.848143,-382.5,135,0,control
1713,9,Gothic,G_9seed,2016,129,2890,2996.526488,-544.6,70,0,control
1714,9,Gothic,G_9seed,2017,140,2890,2973.5299,-520.7,46,0,control
1715,9,Gothic,G_9seed,2018,120,2890,3159.035101,-684.3,58,0,control
1716,9,Gothic,G_9seed,2019,153,2890,2865.417246,-579.5,60,0,control
1717,9,Gothic,G_9seed,2020,127,2890,3198.777656,-673,58,0,control
1718,9,Gothic,G_9seed,2021,123,2890,3108.451856,-488.8,69,0.849111622,control
1719,9,Gothic,G_9seed,2022,131,2890,3110.444871,-473.6,71,0,control
1720,10,Gothic,G_10seed,2014,137,2890,2996.492756,-419.6,67,0,removal
1721,10,Gothic,G_10seed,2015,94,2890,3062.848143,-380.5,172,20.43116737,removal
1722,10,Gothic,G_10seed,2016,104,2890,2996.526488,-511.7,95,0.70318579,removal
1723,10,Gothic,G_10seed,2017,113,2890,2973.5299,-539.5,73,9.130289645,removal
1724,10,Gothic,G_10seed,2018,102,2890,3159.035101,-725.4,76,11.08597489,removal
1725,10,Gothic,G_10seed,2019,132,2890,2865.417246,-607.5,81,0.244322052,removal
1726,10,Gothic,G_10seed,2020,118,2890,3198.777656,-708.5,67,0,removal
1727,10,Gothic,G_10seed,2021,112,2890,3108.451856,-503.9,74,0.849111622,removal
1728,10,Gothic,G_10seed,2022,125,2890,3110.444871,-504,77,0,removal
1729,11,Gothic,G_11seed,2014,147,2890,2996.492756,-379.8,57,0,control
1730,11,Gothic,G_11seed,2015,121,2890,3062.848143,-382.5,135,0,control
1731,11,Gothic,G_11seed,2016,129,2890,2996.526488,-544.6,70,0,control
1732,11,Gothic,G_11seed,2017,141,2890,2973.5299,-522.2,45,0,control
1733,11,Gothic,G_11seed,2018,121,2890,3159.035101,-684.3,58,0,control
1734,11,Gothic,G_11seed,2019,153,2890,2865.417246,-579.5,60,0,control
1735,11,Gothic,G_11seed,2020,126,2890,3198.777656,-675.3,59,0,control
1736,11,Gothic,G_11seed,2021,124,2890,3108.451856,-488.8,69,0.849111622,control
1737,11,Gothic,G_11seed,2022,130,2890,3110.444871,-478.9,72,0,control
1738,12,Gothic,G_12seed,2014,137,2890,2996.492756,-419.6,67,0,removal
1739,12,Gothic,G_12seed,2015,96,2890,3062.848143,-380.9,165,12.82114281,removal
1740,12,Gothic,G_12seed,2016,115,2890,2996.526488,-530.7,84,0,removal
1741,12,Gothic,G_12seed,2017,126,2890,2973.5299,-545.8,60,0,removal
1742,12,Gothic,G_12seed,2018,104,2890,3159.035101,-725.4,76,11.08597489,removal
1743,12,Gothic,G_12seed,2019,134,2890,2865.417246,-602.8,79,0.244322052,removal
1744,12,Gothic,G_12seed,2020,118,2890,3198.777656,-708.5,67,0,removal
1745,12,Gothic,G_12seed,2021,114,2890,3108.451856,-508.7,80,2.602541497,removal
1746,12,Gothic,G_12seed,2022,120,2890,3110.444871,-512.3,82,0.024904629,removal
1747,13,Gothic,G_13seed,2014,147,2890,2996.492756,-379.8,57,0,control
1748,13,Gothic,G_13seed,2015,120,2890,3062.848143,-382.5,135,0,control
1749,13,Gothic,G_13seed,2016,127,2890,2996.526488,-540.9,72,0,control
1750,13,Gothic,G_13seed,2017,134,2890,2973.5299,-518.5,52,0,control
1751,13,Gothic,G_13seed,2018,120,2890,3159.035101,-684.3,58,0,control
1752,13,Gothic,G_13seed,2019,152,2890,2865.417246,-583,61,0,control
1753,13,Gothic,G_13seed,2020,125,2890,3198.777656,-677.5,60,0,control
1754,13,Gothic,G_13seed,2021,123,2890,3108.451856,-488.8,69,0.849111622,control
1755,13,Gothic,G_13seed,2022,129,2890,3110.444871,-484.2,73,0,control
1756,14,Gothic,G_14seed,2014,137,2890,2996.492756,-419.6,67,0,removal
1757,14,Gothic,G_14seed,2015,96,2890,3062.848143,-380.9,165,12.82114281,removal
1758,14,Gothic,G_14seed,2016,115,2890,2996.526488,-530.7,84,0,removal
1759,14,Gothic,G_14seed,2017,109,2890,2973.5299,-540,77,11.80094145,removal
1760,14,Gothic,G_14seed,2018,104,2890,3159.035101,-725.4,76,11.08597489,removal
1761,14,Gothic,G_14seed,2019,148,2890,2865.417246,-597.6,65,0,removal
1762,14,Gothic,G_14seed,2020,121,2890,3198.777656,-694.8,64,0,removal
1763,14,Gothic,G_14seed,2021,114,2890,3108.451856,-508.7,80,2.602541497,removal
1764,14,Gothic,G_14seed,2022,120,2890,3110.444871,-512.3,82,0.024904629,removal
1765,15,Gothic,G_15seed,2014,147,2890,2996.492756,-379.8,57,0,control
1766,15,Gothic,G_15seed,2015,121,2890,3062.848143,-382.5,135,0,control
1767,15,Gothic,G_15seed,2016,128,2890,2996.526488,-539.5,71,0,control
1768,15,Gothic,G_15seed,2017,142,2890,2973.5299,-520.3,44,0,control
1769,15,Gothic,G_15seed,2018,121,2890,3159.035101,-684.3,58,0,control
1770,15,Gothic,G_15seed,2019,155,2890,2865.417246,-571,58,0,control
1771,15,Gothic,G_15seed,2020,127,2890,3198.777656,-673,58,0,control
1772,15,Gothic,G_15seed,2021,124,2890,3108.451856,-488.8,69,0.849111622,control
1773,15,Gothic,G_15seed,2022,131,2890,3110.444871,-473.6,71,0,control
1774,16,Gothic,G_16seed,2014,137,2890,2996.492756,-419.6,67,0,removal
1775,16,Gothic,G_16seed,2015,108,2890,3062.848143,-380.9,165,12.82114281,removal
1776,16,Gothic,G_16seed,2016,111,2890,2996.526488,-534.1,88,0,removal
1777,16,Gothic,G_16seed,2017,134,2890,2973.5299,-518.5,52,0,removal
1778,16,Gothic,G_16seed,2018,107,2890,3159.035101,-725.4,76,11.08597489,removal
1779,16,Gothic,G_16seed,2019,134,2890,2865.417246,-602.8,79,0.244322052,removal
1780,16,Gothic,G_16seed,2020,118,2890,3198.777656,-708.5,67,0,removal
1781,16,Gothic,G_16seed,2021,111,2890,3108.451856,-508.7,80,2.602541497,removal
1782,16,Gothic,G_16seed,2022,125,2890,3110.444871,-504,77,0,removal
1783,17,Gothic,G_17seed,2014,146.7569991,2890,2996.492756,-384.7,57.24300089,0,control
1784,17,Gothic,G_17seed,2015,114,2890,3062.848143,-382.5,135,0,control
1785,17,Gothic,G_17seed,2016,133,2890,2996.526488,-547.6,66,0,control
1786,17,Gothic,G_17seed,2017,141,2890,2973.5299,-522.2,45,0,control
1787,17,Gothic,G_17seed,2018,121,2890,3159.035101,-684.3,58,0,control
1788,17,Gothic,G_17seed,2019,154,2890,2865.417246,-575.4,59,0,control
1789,17,Gothic,G_17seed,2020,127,2890,3198.777656,-673,58,0,control
1790,17,Gothic,G_17seed,2021,124,2890,3108.451856,-488.8,69,0.849111622,control
1791,17,Gothic,G_17seed,2022,130,2890,3110.444871,-478.9,72,0,control
1792,18,Gothic,G_18seed,2014,131.3419099,2890,2996.492756,-430.8,72.65809008,6.063511004,removal
1793,18,Gothic,G_18seed,2015,97,2890,3062.848143,-380.9,165,12.82114281,removal
1794,18,Gothic,G_18seed,2016,111,2890,2996.526488,-534.1,88,0,removal
1795,18,Gothic,G_18seed,2017,126,2890,2973.5299,-545.8,60,0,removal
1796,18,Gothic,G_18seed,2018,106,2890,3159.035101,-725.4,76,11.08597489,removal
1797,18,Gothic,G_18seed,2019,134,2890,2865.417246,-602.8,79,0.244322052,removal
1798,18,Gothic,G_18seed,2020,118,2890,3198.777656,-708.5,67,0,removal
1799,18,Gothic,G_18seed,2021,109,2890,3108.451856,-508.7,80,2.602541497,removal
1800,18,Gothic,G_18seed,2022,120,2890,3110.444871,-512.3,82,0.024904629,removal
1801,19,Gothic,G_19seed,2014,146.1860699,2890,2996.492756,-384.7,57.81393012,0,control
1802,19,Gothic,G_19seed,2015,120,2890,3062.848143,-382.5,135,0,control
1803,19,Gothic,G_19seed,2016,131,2890,2996.526488,-552.1,68,0,control
1804,19,Gothic,G_19seed,2017,139,2890,2973.5299,-524,47,0,control
1805,19,Gothic,G_19seed,2018,121,2890,3159.035101,-684.3,58,0,control
1806,19,Gothic,G_19seed,2019,153,2890,2865.417246,-579.5,60,0,control
1807,19,Gothic,G_19seed,2020,126,2890,3198.777656,-675.3,59,0,control
1808,19,Gothic,G_19seed,2021,124,2890,3108.451856,-488.8,69,0.849111622,control
1809,19,Gothic,G_19seed,2022,131,2890,3110.444871,-473.6,71,0,control
1810,20,Gothic,G_20seed,2014,133.7398127,2890,2996.492756,-431.3,70.26018732,3.121171081,removal
1811,20,Gothic,G_20seed,2015,92,2890,3062.848143,-380.9,165,12.82114281,removal
1812,20,Gothic,G_20seed,2016,111,2890,2996.526488,-534.1,88,0,removal
1813,20,Gothic,G_20seed,2017,132,2890,2973.5299,-522.2,45,0,removal
1814,20,Gothic,G_20seed,2018,108,2890,3159.035101,-725.4,76,11.08597489,removal
1815,20,Gothic,G_20seed,2019,135,2890,2865.417246,-599,78,0.244322052,removal
1816,20,Gothic,G_20seed,2020,123,2890,3198.777656,-684.9,62,0,removal
1817,20,Gothic,G_20seed,2021,111,2890,3108.451856,-508.7,80,2.602541497,removal
1818,20,Gothic,G_20seed,2022,120,2890,3110.444871,-512.3,82,0.024904629,removal
1819,21,Gothic,G_21seed,2014,147.3279283,2890,2996.492756,-379.8,56.67207167,0,control
1820,21,Gothic,G_21seed,2015,120,2890,3062.848143,-382.5,135,0,control
1821,21,Gothic,G_21seed,2016,135,2890,2996.526488,-542.4,64,0,control
1822,21,Gothic,G_21seed,2017,143,2890,2973.5299,-516.5,43,0,control
1823,21,Gothic,G_21seed,2018,122,2890,3159.035101,-684.3,58,0,control
1824,21,Gothic,G_21seed,2019,155,2890,2865.417246,-571,58,0,control
1825,21,Gothic,G_21seed,2020,127,2890,3198.777656,-673,58,0,control
1826,21,Gothic,G_21seed,2021,125,2890,3108.451856,-488.8,69,0.849111622,control
1827,21,Gothic,G_21seed,2022,130,2890,3110.444871,-478.9,72,0,control
1828,22,Gothic,G_22seed,2014,131.3419099,2890,2996.492756,-430.8,72.65809008,6.063511004,removal
1829,22,Gothic,G_22seed,2015,92,2890,3062.848143,-380.9,165,12.82114281,removal
1830,22,Gothic,G_22seed,2016,111,2890,2996.526488,-534.1,88,0,removal
1831,22,Gothic,G_22seed,2017,126,2890,2973.5299,-545.8,60,0,removal
1832,22,Gothic,G_22seed,2018,106,2890,3159.035101,-725.4,76,11.08597489,removal
1833,22,Gothic,G_22seed,2019,134,2890,2865.417246,-602.8,79,0.244322052,removal
1834,22,Gothic,G_22seed,2020,118,2890,3198.777656,-708.5,67,0,removal
1835,22,Gothic,G_22seed,2021,109,2890,3108.451856,-508.7,80,2.602541497,removal
1836,22,Gothic,G_22seed,2022,120,2890,3110.444871,-512.3,82,0.024904629,removal
1837,23,Gothic,G_23seed,2014,145.9576982,2890,2996.492756,-388.9,58.04230182,0,control
1838,23,Gothic,G_23seed,2015,120,2890,3062.848143,-382.5,135,0,control
1839,23,Gothic,G_23seed,2016,128,2890,2996.526488,-539.5,71,0,control
1840,23,Gothic,G_23seed,2017,140,2890,2973.5299,-520.7,46,0,control
1841,23,Gothic,G_23seed,2018,121,2890,3159.035101,-684.3,58,0,control
1842,23,Gothic,G_23seed,2019,153,2890,2865.417246,-579.5,60,0,control
1843,23,Gothic,G_23seed,2020,126,2890,3198.777656,-675.3,59,0,control
1844,23,Gothic,G_23seed,2021,124,2890,3108.451856,-488.8,69,0.849111622,control
1845,23,Gothic,G_23seed,2022,131,2890,3110.444871,-473.6,71,0,control
1846,24,Gothic,G_24seed,2014,131.6844675,2890,2996.492756,-430.8,72.31553254,6.063511004,removal
1847,24,Gothic,G_24seed,2015,92,2890,3062.848143,-380.9,165,12.82114281,removal
1848,24,Gothic,G_24seed,2016,111,2890,2996.526488,-534.1,88,0,removal
1849,24,Gothic,G_24seed,2017,126,2890,2973.5299,-545.8,60,0,removal
1850,24,Gothic,G_24seed,2018,106,2890,3159.035101,-725.4,76,11.08597489,removal
1851,24,Gothic,G_24seed,2019,136,2890,2865.417246,-596.1,77,0.244322052,removal
1852,24,Gothic,G_24seed,2020,119,2890,3198.777656,-704.2,66,0,removal
1853,24,Gothic,G_24seed,2021,109,2890,3108.451856,-508.7,80,2.602541497,removal
1854,24,Gothic,G_24seed,2022,120,2890,3110.444871,-512.3,82,0.024904629,removal
1855,25,Gothic,G_25seed,2014,146.871185,2890,2996.492756,-384.7,57.12881505,0,control
1856,25,Gothic,G_25seed,2015,120,2890,3062.848143,-382.5,135,0,control
1857,25,Gothic,G_25seed,2016,133,2890,2996.526488,-547.6,66,0,control
1858,25,Gothic,G_25seed,2017,140,2890,2973.5299,-520.7,46,0,control
1859,25,Gothic,G_25seed,2018,122,2890,3159.035101,-684.3,58,0,control
1860,25,Gothic,G_25seed,2019,154,2890,2865.417246,-575.4,59,0,control
1861,25,Gothic,G_25seed,2020,127,2890,3198.777656,-673,58,0,control
1862,25,Gothic,G_25seed,2021,124,2890,3108.451856,-488.8,69,0.849111622,control
1863,25,Gothic,G_25seed,2022,132,2890,3110.444871,-469.9,70,0,control
1864,26,Gothic,G_26seed,2014,133.0546976,2890,2996.492756,-431.3,70.94530239,3.121171081,removal
1865,26,Gothic,G_26seed,2015,92,2890,3062.848143,-380.9,165,12.82114281,removal
1866,26,Gothic,G_26seed,2016,115,2890,2996.526488,-530.7,84,0,removal
1867,26,Gothic,G_26seed,2017,133,2890,2973.5299,-521.2,53,0,removal
1868,26,Gothic,G_26seed,2018,108,2890,3159.035101,-725.4,76,11.08597489,removal
1869,26,Gothic,G_26seed,2019,133,2890,2865.417246,-604.8,80,0.244322052,removal
1870,26,Gothic,G_26seed,2020,118,2890,3198.777656,-708.5,67,0,removal
1871,26,Gothic,G_26seed,2021,111,2890,3108.451856,-508.7,80,2.602541497,removal
1872,26,Gothic,G_26seed,2022,125,2890,3110.444871,-504,77,0,removal
1873,27,Gothic,G_27seed,2014,146.5286274,2890,2996.492756,-384.7,57.47137259,0,control
1874,27,Gothic,G_27seed,2015,114,2890,3062.848143,-382.5,135,0,control
1875,27,Gothic,G_27seed,2016,132,2890,2996.526488,-550.3,67,0,control
1876,27,Gothic,G_27seed,2017,141,2890,2973.5299,-522.2,45,0,control
1877,27,Gothic,G_27seed,2018,121,2890,3159.035101,-684.3,58,0,control
1878,27,Gothic,G_27seed,2019,151,2890,2865.417246,-587.7,62,0,control
1879,27,Gothic,G_27seed,2020,128,2890,3198.777656,-670.5,57,0,control
1880,27,Gothic,G_27seed,2021,124,2890,3108.451856,-488.8,69,0.849111622,control
1881,27,Gothic,G_27seed,2022,131,2890,3110.444871,-473.6,71,0,control
1882,28,Gothic,G_28seed,2014,130.8851665,2890,2996.492756,-409.8,73.11483346,6.063511004,removal
1883,28,Gothic,G_28seed,2015,97,2890,3062.848143,-380.9,165,12.82114281,removal
1884,28,Gothic,G_28seed,2016,115,2890,2996.526488,-530.7,84,0,removal
1885,28,Gothic,G_28seed,2017,113,2890,2973.5299,-539.5,73,9.130289645,removal
1886,28,Gothic,G_28seed,2018,105,2890,3159.035101,-725.4,76,11.08597489,removal
1887,28,Gothic,G_28seed,2019,134,2890,2865.417246,-602.8,79,0.244322052,removal
1888,28,Gothic,G_28seed,2020,118,2890,3198.777656,-708.5,67,0,removal
1889,28,Gothic,G_28seed,2021,109,2890,3108.451856,-508.7,80,2.602541497,removal
1890,28,Gothic,G_28seed,2022,125,2890,3110.444871,-504,77,0,removal
1891,29,Gothic,G_29seed,2014,146.6428133,2890,2996.492756,-384.7,57.35718674,0,control
1892,29,Gothic,G_29seed,2015,120,2890,3062.848143,-382.5,135,0,control
1893,29,Gothic,G_29seed,2016,132,2890,2996.526488,-550.3,67,0,control
1894,29,Gothic,G_29seed,2017,141,2890,2973.5299,-522.2,45,0,control
1895,29,Gothic,G_29seed,2018,121,2890,3159.035101,-684.3,58,0,control
1896,29,Gothic,G_29seed,2019,153,2890,2865.417246,-579.5,60,0,control
1897,29,Gothic,G_29seed,2020,127,2890,3198.777656,-673,58,0,control
1898,29,Gothic,G_29seed,2021,124,2890,3108.451856,-488.8,69,0.849111622,control
1899,29,Gothic,G_29seed,2022,131,2890,3110.444871,-473.6,71,0,control
1900,30,Gothic,G_30seed,2014,129.5149364,2890,2996.492756,-408.8,74.48506361,6.063511004,removal
1901,30,Gothic,G_30seed,2015,97,2890,3062.848143,-380.9,165,12.82114281,removal
1902,30,Gothic,G_30seed,2016,104,2890,2996.526488,-511.7,95,0.70318579,removal
1903,30,Gothic,G_30seed,2017,112,2890,2973.5299,-542.8,74,9.130289645,removal
1904,30,Gothic,G_30seed,2018,104,2890,3159.035101,-725.4,76,11.08597489,removal
1905,30,Gothic,G_30seed,2019,128,2890,2865.417246,-611.6,85,1.653125336,removal
1906,30,Gothic,G_30seed,2020,118,2890,3198.777656,-708.5,67,0,removal
1907,30,Gothic,G_30seed,2021,107,2890,3108.451856,-503.9,74,0.849111622,removal
1908,30,Gothic,G_30seed,2022,125,2890,3110.444871,-504,77,0,removal
1909,31,Gothic,G_31seed,2014,146.9853708,2890,2996.492756,-384.7,57.0146292,0,control
1910,31,Gothic,G_31seed,2015,120,2890,3062.848143,-382.5,135,0,control
1911,31,Gothic,G_31seed,2016,133,2890,2996.526488,-547.6,66,0,control
1912,31,Gothic,G_31seed,2017,143,2890,2973.5299,-516.5,43,0,control
1913,31,Gothic,G_31seed,2018,122,2890,3159.035101,-684.3,58,0,control
1914,31,Gothic,G_31seed,2019,153,2890,2865.417246,-579.5,60,0,control
1915,31,Gothic,G_31seed,2020,127,2890,3198.777656,-673,58,0,control
1916,31,Gothic,G_31seed,2021,125,2890,3108.451856,-488.8,69,0.849111622,control
1917,31,Gothic,G_31seed,2022,131,2890,3110.444871,-473.6,71,0,control
1918,32,Gothic,G_32seed,2014,131.1135382,2890,2996.492756,-430.8,72.88646177,6.063511004,removal
1919,32,Gothic,G_32seed,2015,90,2890,3062.848143,-380.9,165,12.82114281,removal
1920,32,Gothic,G_32seed,2016,104,2890,2996.526488,-511.7,95,0.70318579,removal
1921,32,Gothic,G_32seed,2017,126,2890,2973.5299,-545.8,60,0,removal
1922,32,Gothic,G_32seed,2018,106,2890,3159.035101,-725.4,76,11.08597489,removal
1923,32,Gothic,G_32seed,2019,128,2890,2865.417246,-611.6,85,1.653125336,removal
1924,32,Gothic,G_32seed,2020,118,2890,3198.777656,-708.5,67,0,removal
1925,32,Gothic,G_32seed,2021,109,2890,3108.451856,-503.9,74,0.849111622,removal
1926,32,Gothic,G_32seed,2022,125,2890,3110.444871,-504,77,0,removal
1927,33,Gothic,G_33seed,2014,147.0995566,2890,2996.492756,-379.8,56.90044336,0,control
1928,33,Gothic,G_33seed,2015,120,2890,3062.848143,-382.5,135,0,control
1929,33,Gothic,G_33seed,2016,133,2890,2996.526488,-547.6,66,0,control
1930,33,Gothic,G_33seed,2017,143,2890,2973.5299,-516.5,43,0,control
1931,33,Gothic,G_33seed,2018,122,2890,3159.035101,-684.3,58,0,control
1932,33,Gothic,G_33seed,2019,154,2890,2865.417246,-575.4,59,0,control
1933,33,Gothic,G_33seed,2020,127,2890,3198.777656,-673,58,0,control
1934,33,Gothic,G_33seed,2021,125,2890,3108.451856,-488.8,69,0.849111622,control
1935,33,Gothic,G_33seed,2022,131,2890,3110.444871,-473.6,71,0,control
1936,34,Gothic,G_34seed,2014,131.1135382,2890,2996.492756,-430.8,72.88646177,6.063511004,removal
1937,34,Gothic,G_34seed,2015,100,2890,3062.848143,-380.9,165,12.82114281,removal
1938,34,Gothic,G_34seed,2016,104,2890,2996.526488,-511.7,95,0.70318579,removal
1939,34,Gothic,G_34seed,2017,126,2890,2973.5299,-545.8,60,0,removal
1940,34,Gothic,G_34seed,2018,106,2890,3159.035101,-725.4,76,11.08597489,removal
1941,34,Gothic,G_34seed,2019,128,2890,2865.417246,-611.6,85,1.653125336,removal
1942,34,Gothic,G_34seed,2020,118,2890,3198.777656,-708.5,67,0,removal
1943,34,Gothic,G_34seed,2021,109,2890,3108.451856,-503.9,74,0.849111622,removal
1944,34,Gothic,G_34seed,2022,125,2890,3110.444871,-504,77,0,removal
1945,35,Gothic,G_35seed,2014,141.3691386,2890,2996.492756,-397.5,62.63086143,0,control
1946,35,Gothic,G_35seed,2015,116.2526117,2890,3062.848143,-395.4,145.7473883,0,control
1947,35,Gothic,G_35seed,2016,123.6229821,2890,2996.526488,-550.7,75.37701794,0,control
1948,35,Gothic,G_35seed,2017,135.3333333,2890,2973.5299,-515.3,50.66666667,0,control
1949,35,Gothic,G_35seed,2018,116,2890,3159.035101,-703.1,64,0,control
1950,35,Gothic,G_35seed,2019,146.3333333,2890,2865.417246,-600,66.66666667,0,control
1951,35,Gothic,G_35seed,2020,124.1515152,2890,3198.777656,-680.2,60.84848485,0,control
1952,35,Gothic,G_35seed,2021,119,2890,3108.451856,-503.1,72.06060606,0.849111622,control
1953,35,Gothic,G_35seed,2022,128.1818182,2890,3110.444871,-488.7,73.81818182,0,control
1954,36,Gothic,G_36seed,2014,131.9073631,2890,2996.492756,-430.8,72.09263688,6.063511004,removal
1955,36,Gothic,G_36seed,2015,106.7908363,2890,3062.848143,-379.8,155.2091637,6.908509997,removal
1956,36,Gothic,G_36seed,2016,114.1612066,2890,2996.526488,-531,84.83879338,0,removal
1957,36,Gothic,G_36seed,2017,113,2890,2973.5299,-539.5,73,9.130289645,removal
1958,36,Gothic,G_36seed,2018,107,2890,3159.035101,-725.4,76,11.08597489,removal
1959,36,Gothic,G_36seed,2019,132,2890,2865.417246,-607.5,81,0.244322052,removal
1960,36,Gothic,G_36seed,2020,118,2890,3198.777656,-708.5,67,0,removal
1961,36,Gothic,G_36seed,2021,109,2890,3108.451856,-503.9,74,0.849111622,removal
1962,36,Gothic,G_36seed,2022,121,2890,3110.444871,-512.5,81,0.024904629,removal
1963,37,Gothic,G_37seed,2014,144.3377146,2890,2996.492756,-389,59.66228544,0,control
1964,37,Gothic,G_37seed,2015,119.2211877,2890,3062.848143,-386.7,142.7788123,0,control
1965,37,Gothic,G_37seed,2016,126.5915581,2890,2996.526488,-542.6,72.40844194,0,control
1966,37,Gothic,G_37seed,2017,136,2890,2973.5299,-513.1,50,0,control
1967,37,Gothic,G_37seed,2018,119,2890,3159.035101,-684.3,58,0,control
1968,37,Gothic,G_37seed,2019,153,2890,2865.417246,-579.5,60,0,control
1969,37,Gothic,G_37seed,2020,125,2890,3198.777656,-677.5,60,0,control
1970,37,Gothic,G_37seed,2021,122,2890,3108.451856,-488.8,69,0.849111622,control
1971,37,Gothic,G_37seed,2022,131,2890,3110.444871,-473.6,71,0,control
1972,38,Gothic,G_38seed,2014,141.3691386,2890,2996.492756,-397.5,62.63086143,0,removal
1973,38,Gothic,G_38seed,2015,116.2526117,2890,3062.848143,-395.4,145.7473883,0,removal
1974,38,Gothic,G_38seed,2016,123.6229821,2890,2996.526488,-550.7,75.37701794,0,removal
1975,38,Gothic,G_38seed,2017,135.3333333,2890,2973.5299,-515.3,50.66666667,0,removal
1976,38,Gothic,G_38seed,2018,116,2890,3159.035101,-703.1,64,0,removal
1977,38,Gothic,G_38seed,2019,146.3333333,2890,2865.417246,-600,66.66666667,0,removal
1978,38,Gothic,G_38seed,2020,124.1515152,2890,3198.777656,-680.2,60.84848485,0,removal
1979,38,Gothic,G_38seed,2021,118.9393939,2890,3108.451856,-503.1,72.06060606,0.849111622,removal
1980,38,Gothic,G_38seed,2022,128.1818182,2890,3110.444871,-488.7,73.81818182,0,removal
1981,39,Gothic,G_39seed,2014,144.7816557,2890,2996.492756,-389,59.21834432,0,control
1982,39,Gothic,G_39seed,2015,119.6651288,2890,3062.848143,-386.7,142.3348712,0,control
1983,39,Gothic,G_39seed,2016,127.0354992,2890,2996.526488,-540.9,71.96450082,0,control
1984,39,Gothic,G_39seed,2017,135,2890,2973.5299,-515.3,51,0,control
1985,39,Gothic,G_39seed,2018,119,2890,3159.035101,-684.3,58,0,control
1986,39,Gothic,G_39seed,2019,154,2890,2865.417246,-575.4,59,0,control
1987,39,Gothic,G_39seed,2020,128,2890,3198.777656,-670.5,57,0,control
1988,39,Gothic,G_39seed,2021,122,2890,3108.451856,-488.8,69,0.849111622,control
1989,39,Gothic,G_39seed,2022,131,2890,3110.444871,-473.6,71,0,control
1990,40,Gothic,G_40seed,2014,141.3691386,2890,2996.492756,-397.5,62.63086143,0,removal
1991,40,Gothic,G_40seed,2015,116.2526117,2890,3062.848143,-395.4,145.7473883,0,removal
1992,40,Gothic,G_40seed,2016,123.6229821,2890,2996.526488,-550.7,75.37701794,0,removal
1993,40,Gothic,G_40seed,2017,135.3333333,2890,2973.5299,-515.3,50.66666667,0,removal
1994,40,Gothic,G_40seed,2018,116,2890,3159.035101,-703.1,64,0,removal
1995,40,Gothic,G_40seed,2019,146.3333333,2890,2865.417246,-600,66.66666667,0,removal
1996,40,Gothic,G_40seed,2020,124.1515152,2890,3198.777656,-680.2,60.84848485,0,removal
1997,40,Gothic,G_40seed,2021,118.9393939,2890,3108.451856,-503.1,72.06060606,0.849111622,removal
1998,40,Gothic,G_40seed,2022,128.1818182,2890,3110.444871,-488.7,73.81818182,0,removal
1999,41,Gothic,G_41seed,2014,145.3735772,2890,2996.492756,-388.9,58.62642282,0,control
2000,41,Gothic,G_41seed,2015,120.2570503,2890,3062.848143,-382.5,141.7429497,0,control
2001,41,Gothic,G_41seed,2016,127.6274207,2890,2996.526488,-540.9,71.37257932,0,control
2002,41,Gothic,G_41seed,2017,141,2890,2973.5299,-522.2,45,0,control
2003,41,Gothic,G_41seed,2018,120,2890,3159.035101,-684.3,58,0,control
2004,41,Gothic,G_41seed,2019,153,2890,2865.417246,-579.5,60,0,control
2005,41,Gothic,G_41seed,2020,127,2890,3198.777656,-673,58,0,control
2006,41,Gothic,G_41seed,2021,123,2890,3108.451856,-488.8,69,0.849111622,control
2007,41,Gothic,G_41seed,2022,131,2890,3110.444871,-473.6,71,0,control
2008,42,Gothic,G_42seed,2014,141.3691386,2890,2996.492756,-397.5,62.63086143,0,removal
2009,42,Gothic,G_42seed,2015,116.2526117,2890,3062.848143,-395.4,145.7473883,0,removal
2010,42,Gothic,G_42seed,2016,123.6229821,2890,2996.526488,-550.7,75.37701794,0,removal
2011,42,Gothic,G_42seed,2017,135.3333333,2890,2973.5299,-515.3,50.66666667,0,removal
2012,42,Gothic,G_42seed,2018,116,2890,3159.035101,-703.1,64,0,removal
2013,42,Gothic,G_42seed,2019,146.3333333,2890,2865.417246,-600,66.66666667,0,removal
2014,42,Gothic,G_42seed,2020,124.1515152,2890,3198.777656,-680.2,60.84848485,0,removal
2015,42,Gothic,G_42seed,2021,118.9393939,2890,3108.451856,-503.1,72.06060606,0.849111622,removal
2016,42,Gothic,G_42seed,2022,128.1818182,2890,3110.444871,-488.7,73.81818182,0,removal
2017,43,Gothic,G_43seed,2014,146.4094398,2890,2996.492756,-384.7,57.5905602,0,control
2018,43,Gothic,G_43seed,2015,121.2929129,2890,3062.848143,-379,140.7070871,0,control
2019,43,Gothic,G_43seed,2016,128.6632833,2890,2996.526488,-539.5,70.33671671,0,control
2020,43,Gothic,G_43seed,2017,143,2890,2973.5299,-516.5,43,0,control
2021,43,Gothic,G_43seed,2018,121,2890,3159.035101,-684.3,58,0,control
2022,43,Gothic,G_43seed,2019,155,2890,2865.417246,-571,58,0,control
2023,43,Gothic,G_43seed,2020,129,2890,3198.777656,-668.2,56,0,control
